"B01001_001E","B01001_001M","B01001_002E","B01001_002M","B01001_003E","B01001_003M","B01001_004E","B01001_004M","B01001_005E","B01001_005M","B01001_006E","B01001_006M","B01001_007E","B01001_007M","B01001_008E","B01001_008M","B01001_009E","B01001_009M","B01001_010E","B01001_010M","B01001_011E","B01001_011M","B01001_012E","B01001_012M","B01001_013E","B01001_013M","B01001_014E","B01001_014M","B01001_015E","B01001_015M","B01001_016E","B01001_016M","B01001_017E","B01001_017M","B01001_018E","B01001_018M","B01001_019E","B01001_019M","B01001_020E","B01001_020M","B01001_021E","B01001_021M","B01001_022E","B01001_022M","B01001_023E","B01001_023M","B01001_024E","B01001_024M","B01001_025E","B01001_025M","B01001_026E","B01001_026M","B01001_027E","B01001_027M","B01001_028E","B01001_028M","B01001_029E","B01001_029M","B01001_030E","B01001_030M","B01001_031E","B01001_031M","B01001_032E","B01001_032M","B01001_033E","B01001_033M","B01001_034E","B01001_034M","B01001_035E","B01001_035M","B01001_036E","B01001_036M","B01001_037E","B01001_037M","B01001_038E","B01001_038M","B01001_039E","B01001_039M","B01001_040E","B01001_040M","B01001_041E","B01001_041M","B01001_042E","B01001_042M","B01001_043E","B01001_043M","B01001_044E","B01001_044M","B01001_045E","B01001_045M","B01001_046E","B01001_046M","B01001_047E","B01001_047M","B01001_048E","B01001_048M","B01001_049E","B01001_049M","GEO_ID","NAME"
"2092","564","1016","292","233","193","8","12","22","25","23","20","9","14","0","12","14","22","24","28","38","39","106","85","46","24","63","56","15","18","57","48","50","35","41","33","66","53","36","27","15","17","66","35","68","56","0","12","16","17","1076","311","100","90","43","53","110","103","0","12","46","42","0","12","0","12","65","59","80","77","10","15","114","86","21","24","43","49","49","24","79","48","32","30","31","25","60","53","33","26","75","42","41","37","21","21","23","23","1500000US150030103051","Block Group 1, Census Tract 103.05, Honolulu County, Hawaii"
"740","331","462","244","47","56","37","44","84","88","8","13","8","12","18","20","8","13","25","28","23","25","33","29","9","14","38","35","9","14","0","12","54","41","7","11","7","11","13","21","0","12","7","12","0","12","27","26","0","12","278","109","17","19","8","13","32","39","0","12","0","12","0","12","0","12","16","18","10","16","58","51","0","12","20","23","23","20","18","20","39","28","0","12","20","22","0","12","0","12","0","12","0","12","17","18","0","12","1500000US150030103052","Block Group 2, Census Tract 103.05, Honolulu County, Hawaii"
"2668","843","1395","443","109","85","129","93","93","79","90","82","21","34","0","12","37","43","37","38","134","91","0","12","97","70","49","38","124","83","74","84","59","42","6","10","107","135","26","27","9","13","84","51","64","39","20","23","26","27","1273","445","109","143","58","58","53","52","16","18","0","12","0","12","10","17","148","141","65","55","41","50","106","96","101","64","157","121","23","18","136","101","14","16","32","31","0","12","52","37","57","31","43","34","28","25","24","28","1500000US150030103053","Block Group 3, Census Tract 103.05, Honolulu County, Hawaii"
"1376","357","637","187","20","20","0","12","15","18","61","43","9","13","0","12","0","12","12","19","65","67","63","53","0","12","7","10","51","36","54","32","123","69","16","18","27","21","6","9","7","12","0","12","28","25","28","21","45","34","739","207","9","14","0","12","15","23","19","21","0","12","13","20","37","43","0","12","45","44","51","57","44","44","8","12","44","30","72","45","105","56","16","17","32","27","25","23","7","10","26","23","30","25","28","26","113","55","1500000US150030103081","Block Group 1, Census Tract 103.08, Honolulu County, Hawaii"
"2137","361","1077","193","24","24","36","29","42","38","49","39","9","13","12","19","12","18","61","49","11","17","93","56","78","57","61","34","7","11","95","62","155","80","26","23","48","28","33","26","17","19","86","95","34","28","43","46","45","27","1060","212","95","65","20","23","26","24","16","17","40","38","0","12","0","12","19","22","97","72","39","51","64","39","15","17","49","46","42","29","143","60","15","16","115","124","35","27","68","67","57","51","8","13","44","41","53","39","1500000US150030103082","Block Group 2, Census Tract 103.08, Honolulu County, Hawaii"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US150030103083","Block Group 3, Census Tract 103.08, Honolulu County, Hawaii"
"1074","427","536","222","52","86","25","39","81","96","0","12","0","12","23","37","0","12","21","33","37","57","41","66","0","12","16","25","76","67","8","12","60","52","28","35","0","12","22","34","0","12","46","48","0","12","0","12","0","12","538","247","96","133","0","12","16","27","69","33","19","32","4","6","0","12","0","12","81","94","7","11","24","40","10","16","20","34","21","32","45","43","19","27","45","48","0","12","22","33","19","31","21","34","0","12","0","12","1500000US150030103091","Block Group 1, Census Tract 103.09, Honolulu County, Hawaii"
"1659","480","749","279","45","54","81","67","13","20","60","57","54","64","0","12","0","12","0","12","0","12","122","129","41","48","31","51","33","41","100","84","38","42","0","12","0","12","0","12","21","32","0","12","43","51","45","51","22","36","910","261","15","25","53","54","33","41","66","79","0","12","0","12","0","12","0","12","0","12","132","140","33","44","31","49","43","43","95","74","19","32","3","6","19","31","22","31","0","12","60","55","115","77","171","94","0","12","1500000US150030103092","Block Group 2, Census Tract 103.09, Honolulu County, Hawaii"
"1030","362","460","130","0","12","0","12","25","43","49","50","0","12","0","12","0","12","9","15","27","41","0","12","32","45","44","50","0","12","40","47","24","32","0","12","21","33","21","37","67","61","62","92","19","31","0","12","20","32","570","287","0","12","22","35","47","52","43","49","0","12","0","12","0","12","52","82","0","12","80","119","0","12","22","34","28","34","48","55","40","44","20","31","21","34","20","33","60","90","0","12","16","26","0","12","51","56","1500000US150030103093","Block Group 3, Census Tract 103.09, Honolulu County, Hawaii"
"1926","379","1063","283","134","98","59","57","25","28","0","12","46","59","0","12","43","70","52","62","72","86","78","65","63","64","37","34","77","55","37","46","204","74","23","25","27","42","0","12","23","24","22","24","19","15","11","19","11","18","863","189","38","35","24","37","38","36","53","53","11","17","0","12","27","30","28","30","109","91","51","51","11","18","44","34","46","37","75","64","171","80","31","29","38","48","10","18","24","26","34","23","0","12","0","12","0","12","1500000US150030103101","Block Group 1, Census Tract 103.10, Honolulu County, Hawaii"
"518","239","172","87","0","12","24","39","0","12","0","12","0","12","0","12","0","12","12","19","14","21","0","12","0","12","14","22","0","12","24","29","42","56","19","22","0","12","0","12","0","12","11","18","12","18","0","12","0","12","346","179","0","12","47","73","14","22","0","12","0","12","0","12","0","12","0","12","0","12","14","22","16","24","0","12","0","12","0","12","59","63","31","28","0","12","11","17","27","49","30","26","97","100","0","12","0","12","1500000US150030103102","Block Group 2, Census Tract 103.10, Honolulu County, Hawaii"
"113","84","97","71","0","12","0","12","0","12","0","12","0","12","0","12","2","6","8","15","5","9","30","24","9","9","9","22","5","9","4","6","8","15","2","6","1","4","5","9","5","14","4","10","0","12","0","12","0","12","16","25","0","12","0","12","1","6","0","12","0","12","0","12","0","12","2","5","0","12","0","12","0","12","0","12","0","12","0","12","4","11","4","8","0","12","1","8","0","12","4","8","0","12","0","12","0","12","1500000US150030105031","Block Group 1, Census Tract 105.03, Honolulu County, Hawaii"
"1590","272","775","148","22","17","44","23","66","35","43","35","24","19","7","11","5","7","0","12","84","50","75","50","49","29","41","29","8","9","62","32","48","31","4","6","4","6","39","37","5","8","31","18","32","31","30","37","52","50","815","162","53","40","61","37","40","31","23","22","15","13","25","26","18","15","48","33","37","31","28","20","92","58","35","23","17","14","62","36","56","31","0","12","23","17","19","12","16","20","26","24","41","46","38","25","42","24","1500000US150030105032","Block Group 2, Census Tract 105.03, Honolulu County, Hawaii"
"1214","365","560","151","54","42","0","12","8","12","7","11","0","12","0","12","0","12","8","12","81","54","20","24","20","22","15","15","51","44","21","18","116","100","40","28","40","39","0","12","17","19","14","16","12","18","0","12","36","32","654","240","0","12","8","12","20","21","37","37","0","12","0","12","0","12","0","12","120","140","34","38","0","12","17","20","33","26","50","36","133","105","13","11","0","12","21","22","70","58","7","11","34","38","45","42","12","18","1500000US150030105051","Block Group 1, Census Tract 105.05, Honolulu County, Hawaii"
"1004","176","411","87","0","12","8","12","23","26","0","12","0","12","0","12","0","12","8","12","30","31","8","12","35","32","9","14","15","18","15","16","25","22","0","12","30","35","41","35","27","20","34","26","35","30","34","28","34","26","593","142","9","13","0","12","53","44","33","37","0","12","0","12","0","12","0","12","32","31","18","20","10","15","14","15","43","39","70","61","15","16","13","19","35","25","30","25","26","21","69","35","22","21","52","36","49","36","1500000US150030105052","Block Group 2, Census Tract 105.05, Honolulu County, Hawaii"
"719","384","408","252","0","12","12","19","11","18","5","9","8","14","0","12","0","12","11","18","100","152","0","12","23","26","9","14","0","12","65","86","29","23","13","14","28","24","0","12","15","16","34","24","7","12","11","17","27","25","311","137","0","12","0","12","0","12","0","12","0","12","0","12","0","12","9","13","48","73","12","18","0","12","13","20","9","14","47","52","26","24","30","24","13","16","17","20","7","11","30","24","17","21","33","27","0","12","1500000US150030105053","Block Group 3, Census Tract 105.05, Honolulu County, Hawaii"
"2325","484","1048","246","69","61","67","56","66","54","20","22","39","49","7","11","12","18","40","37","242","117","84","65","0","12","66","60","76","57","55","44","45","46","35","44","74","57","0","12","9","12","42","33","0","12","0","12","0","12","1277","332","90","87","161","106","159","127","10","16","13","18","20","23","11","18","14","17","73","52","142","74","178","118","130","95","32","27","18","20","92","55","9","15","43","32","12","18","11","15","36","38","0","12","13","20","10","17","1500000US150030105071","Block Group 1, Census Tract 105.07, Honolulu County, Hawaii"
"1013","584","457","261","0","12","42","51","46","55","8","13","98","111","0","12","0","12","10","15","63","89","64","56","10","16","24","27","0","12","47","47","0","12","0","12","36","43","0","12","0","12","9","14","0","12","0","12","0","12","556","337","144","215","26","28","67","45","32","23","0","12","0","12","0","12","0","12","55","60","85","76","10","16","24","18","20","34","0","12","9","15","0","12","63","58","0","12","12","18","0","12","0","12","9","15","0","12","1500000US150030105072","Block Group 2, Census Tract 105.07, Honolulu County, Hawaii"
"828","221","443","110","12","20","13","19","55","38","8","12","0","12","0","12","13","20","13","20","32","28","23","27","30","48","11","18","41","46","42","44","28","26","8","13","48","52","0","12","9","15","24","22","10","15","3","5","20","23","385","144","5","8","23","27","55","54","9","15","26","43","0","12","0","12","0","12","14","21","25","28","18","19","18","22","91","62","0","12","24","22","0","12","6","9","0","12","29","26","26","24","0","12","16","19","0","12","1500000US150030105073","Block Group 3, Census Tract 105.07, Honolulu County, Hawaii"
"1137","289","642","165","30","35","28","26","10","16","36","44","28","44","0","12","0","12","40","31","104","62","43","42","11","17","12","18","36","34","34","42","47","42","35","29","25","22","15","12","0","12","52","31","52","32","0","12","4","7","495","151","28","32","0","12","30","27","0","12","0","12","27","44","0","12","29","27","39","37","36","35","19","21","20","22","9","13","61","56","83","37","16","19","7","12","8","13","27","21","20","22","26","23","10","16","0","12","1500000US150030105074","Block Group 4, Census Tract 105.07, Honolulu County, Hawaii"
"856","251","466","152","19","30","15","23","11","21","0","12","27","30","0","12","0","12","20","27","127","112","16","19","18","19","18","19","24","27","64","51","14","15","11","21","37","34","7","16","15","16","8","11","7","11","0","12","8","18","390","123","25","38","15","17","26","30","0","12","0","12","9","13","8","13","41","38","6","9","21","32","8","13","27","25","7","12","34","35","65","43","0","12","34","36","0","12","14","15","7","10","7","11","28","33","8","17","1500000US150030105081","Block Group 1, Census Tract 105.08, Honolulu County, Hawaii"
"1479","319","735","182","63","64","28","31","9","13","8","13","26","23","0","12","0","12","19","21","10","16","103","62","63","63","78","59","32","31","18","19","98","84","0","12","32","26","16","18","7","12","39","32","19","20","54","72","13","14","744","190","34","37","106","91","0","12","8","15","20","23","0","12","8","14","0","12","50","36","48","45","77","50","50","44","18","19","31","25","83","72","16","17","32","27","25","19","31","38","48","42","47","31","0","12","12","14","1500000US150030105082","Block Group 2, Census Tract 105.08, Honolulu County, Hawaii"
"486","243","246","127","0","12","0","12","44","48","0","12","0","12","0","12","7","12","0","12","0","12","3","7","0","12","22","36","18","29","21","34","75","94","0","12","14","19","0","12","0","12","23","33","7","11","0","12","12","21","240","130","0","12","0","12","0","12","0","12","39","42","0","12","0","12","0","12","11","17","24","37","0","12","23","36","19","31","16","17","19","28","32","42","13","16","0","12","4","10","7","11","9","12","0","12","24","59","1500000US150030105091","Block Group 1, Census Tract 105.09, Honolulu County, Hawaii"
"721","200","319","110","0","12","0","12","10","15","32","32","22","26","0","12","0","12","0","12","30","45","0","12","31","37","26","30","23","23","26","40","11","13","3","5","9","16","8","12","10","16","48","50","30","29","0","12","0","12","402","113","23","19","18","20","26","23","26","27","22","37","0","12","0","12","9","10","0","12","0","12","8","13","47","45","48","34","5","8","4","6","0","12","46","41","21","33","13","21","37","41","18","20","0","12","31","29","1500000US150030105092","Block Group 2, Census Tract 105.09, Honolulu County, Hawaii"
"1997","578","994","334","21","22","69","65","86","91","61","79","10","15","10","15","0","12","23","33","17","22","94","90","91","66","90","66","98","68","60","50","18","24","34","30","34","39","26","41","41","50","15","20","19","30","53","45","24","25","1003","322","5","8","75","61","102","74","42","44","0","12","0","12","0","12","10","16","86","101","27","30","78","70","99","71","13","21","37","33","35","33","112","82","43","43","22","33","9","17","103","157","33","34","42","41","30","35","1500000US150030105101","Block Group 1, Census Tract 105.10, Honolulu County, Hawaii"
